datetime,open,high,low,close,volume,trades,vol_hl,vol_hl_norm,tr,atr_14,atr_norm,stoch_k,stoch_d,stoch_pos,stoch_k_delta,plus_di,minus_di,dx,adx
2013-10-23,191.62198,203.45,185.90287,203.45,39.22,39,17.54712999999998,0.0862478741705577,53.44999999999999,14.16108714285714,0.0696047537127409,100.0,78.85364739641238,1.0,62.819783968163726,42.89182607371533,0.0607826656518163,99.71697800233444,99.36409906477256
2013-10-24,203.67412,207.30246,169.9201,193.0999,83.72097523,90,37.382360000000006,0.1935907786591293,37.382360000000006,16.806969999999996,0.0870376939604836,82.56337500426629,73.24786367870085,0.8256337500426628,-17.43662499573371,34.34077463400213,8.572407254459964,60.04767357153353,96.55578295811262
2013-10-25,172.27,186.8,171.97,186.0499,67.2,39,14.830000000000013,0.0797097982852988,21.129899999999992,18.17196285714285,0.097672521496345,73.53435996854893,85.36591165760507,0.7353435996854892,-9.029015035717364,30.624335181686597,7.644681166119303,60.04767357153355,93.94806085907123
2013-10-26,185.8,185.8,179.8656,184.58,11.0,10,5.934400000000011,0.0321508289088742,6.184300000000008,18.496555714285712,0.1002088834883828,69.88873555127202,75.32882350802907,0.6988873555127202,-3.645624417276906,29.61416564784859,7.392514908007783,60.04767357153353,91.52660462424711
2013-10-27,182.3,191.3,179.23624,191.0,69.90739,51,12.063760000000002,0.0631610471204188,12.063760000000002,19.012481428571427,0.0995417875841436,77.95034029799068,73.79114527260388,0.7795034029799068,8.061604746718658,30.64954612458693,6.913444958983762,63.190125389095726,89.50257039316489
2013-10-29,195.0,195.0,195.0,195.0,0.62564102,1,0.0,0.0,4.0,19.03039571428571,0.0975917728937728,83.24433952383397,77.02780512436556,0.8324433952383398,5.293999225843294,32.04841308405442,6.757084105938125,65.17460362455711,87.76485848112146
2013-10-30,195.0,203.94,195.0,203.77,9.72274898,12,8.939999999999998,0.0438729940619325,8.939999999999998,18.303235,0.0898230112381606,94.93789700162478,85.37752560781648,0.9493789700162478,11.693557477790804,35.55653452617492,6.408237629878997,69.45896617263281,86.45729474480085
2013-10-31,199.0,202.27,199.0,202.1,2.26,6,3.2700000000000102,0.0161801088570015,4.77000000000001,17.76821714285714,0.0879179472679719,92.5447454847536,90.24232733673745,0.925447454847536,-2.3931515168711712,34.53214732369899,6.223615683281803,69.45896617263281,85.24312841821742
2013-11-01,203.59999,207.96822,202.9,202.9,33.98053314,117,5.068219999999997,0.024978905864958,5.868220000000008,17.672375714285714,0.0870989438850946,91.78947361599992,93.09070536745944,0.9178947361599992,-0.755271868753681,36.83264319647863,5.994796792661557,72.00487914205627,84.29753918420592
2013-11-02,202.68,204.24,201.04,203.51,7.05555555,13,3.200000000000017,0.0157240430445679,3.200000000000017,17.186215000000004,0.0844489951353742,92.30919976497464,92.21447295524274,0.9230919976497464,0.5197261489747262,36.05418891142275,7.096563501369184,67.10804282863246,83.06971801595068
2013-11-03,204.662,209.748,203.47,209.748,9.58525942,120,6.277999999999992,0.0299311554818162,6.277999999999992,16.04882642857143,0.0765148007541022,100.0,94.6995577936582,1.0,7.69080023502535,38.263275952552256,6.793221853236696,69.84576172556453,82.12514970949454
2013-11-04,209.748,229.97,209.4001,226.9001,71.17542108,484,20.56989999999999,0.0906561962731615,20.56989999999999,17.264872142857143,0.0760901918635432,96.16118544454172,96.15679506983878,0.9616118544454172,-3.838814555458285,46.13281466888642,5.902903751956484,77.31210817840048,81.78136102870211
2013-11-05,227.39493,250.14053,222.05236,244.95532,25.22136406,309,28.08817000000002,0.1146665032627175,28.08817000000002,18.294615,0.074685518158985,94.82206654987743,96.99441733147306,0.9482206654987744,-1.3391188946642814,50.28212830778375,4.949076880218611,82.07869314684562,81.80259903714092
2013-11-06,245.69019,269.42566,245.69019,263.73672,49.46076368,274,23.735469999999992,0.0899968347221425,24.470339999999997,16.885353571428574,0.0640235215309744,94.28279183595367,95.08868127679096,0.9428279183595368,-0.5392747139237457,54.0376948267696,4.297558215499467,85.26599957529797,82.04998478986643
2013-11-07,262.8628,348.4093,262.8628,289.62884,32.79999637,177,85.54649999999998,0.2953659587215139,85.54649999999998,19.17796071428572,0.0662156459083484,67.0677777703077,85.39087871871294,0.670677777703077,-27.21501406564599,66.72649166726362,2.873427549157081,91.74301470028388,82.74234406918195
